0.008833 ; 1 ; 20552 ; 140135017985792 ; 635 ; -1 ; IWANT
0.026107 ; 1 ; 20552 ; 140135017985792 ; 635 ; 0 ; IAMIN
5.019301 ; 2 ; 20552 ; 140135017985792 ; 112 ; -1 ; IWANT
5.036444 ; 2 ; 20552 ; 140135017985792 ; 112 ; 1 ; IAMIN
10.032470 ; 3 ; 20552 ; 140135017985792 ; 830 ; -1 ; IWANT
10.046126 ; 3 ; 20552 ; 140135017985792 ; 830 ; 2 ; IAMIN
915.046085 ; 4 ; 20552 ; 140135017985792 ; 688 ; -1 ; IWANT
915.372754 ; 4 ; 20552 ; 140135017985792 ; 688 ; 3 ; IAMIN
920.061227 ; 5 ; 20552 ; 140135017985792 ; 616 ; -1 ; IWANT
920.096772 ; 5 ; 20552 ; 140135017985792 ; 616 ; 1 ; IAMIN
925.070867 ; 6 ; 20552 ; 140135017985792 ; 322 ; -1 ; IWANT
925.087619 ; 6 ; 20552 ; 140135017985792 ; 322 ; 4 ; IAMIN
930.086111 ; 7 ; 20552 ; 140135017985792 ; 867 ; -1 ; IWANT
930.100050 ; 7 ; 20552 ; 140135017985792 ; 867 ; 5 ; IAMIN
935.095900 ; 8 ; 20552 ; 140135017985792 ; 237 ; -1 ; IWANT
935.115489 ; 8 ; 20552 ; 140135017985792 ; 237 ; 6 ; IAMIN
940.107992 ; 9 ; 20552 ; 140135017985792 ; 556 ; -1 ; IWANT
940.118893 ; 9 ; 20552 ; 140135017985792 ; 556 ; 7 ; IAMIN
945.121118 ; 10 ; 20552 ; 140135017985792 ; 320 ; -1 ; IWANT
945.131767 ; 10 ; 20552 ; 140135017985792 ; 320 ; 8 ; IAMIN
950.133088 ; 11 ; 20552 ; 140135017985792 ; 244 ; -1 ; IWANT
950.142903 ; 11 ; 20552 ; 140135017985792 ; 244 ; 9 ; IAMIN
955.145749 ; 12 ; 20552 ; 140135017985792 ; 271 ; -1 ; IWANT
955.159898 ; 12 ; 20552 ; 140135017985792 ; 271 ; 10 ; IAMIN
960.156151 ; 13 ; 20552 ; 140135017985792 ; 1000 ; -1 ; IWANT
960.180109 ; 13 ; 20552 ; 140135017985792 ; 1000 ; 4 ; IAMIN
965.170722 ; 14 ; 20552 ; 140135017985792 ; 455 ; -1 ; IWANT
965.189154 ; 14 ; 20552 ; 140135017985792 ; 455 ; 0 ; IAMIN
970.183980 ; 15 ; 20552 ; 140135017985792 ; 770 ; -1 ; IWANT
970.197009 ; 15 ; 20552 ; 140135017985792 ; 770 ; 6 ; IAMIN
975.185450 ; 16 ; 20552 ; 140135017985792 ; 505 ; -1 ; IWANT
975.200654 ; 16 ; 20552 ; 140135017985792 ; 505 ; 9 ; IAMIN
980.197383 ; 17 ; 20552 ; 140135017985792 ; 388 ; -1 ; IWANT
980.215070 ; 17 ; 20552 ; 140135017985792 ; 388 ; 8 ; IAMIN
985.207039 ; 18 ; 20552 ; 140135017985792 ; 19 ; -1 ; IWANT
985.225331 ; 18 ; 20552 ; 140135017985792 ; 19 ; 1 ; IAMIN
990.218419 ; 19 ; 20552 ; 140135017985792 ; 952 ; -1 ; IWANT
990.230605 ; 19 ; 20552 ; 140135017985792 ; 952 ; 1 ; IAMIN
995.233433 ; 20 ; 20552 ; 140135017985792 ; 737 ; -1 ; IWANT
995.249242 ; 20 ; 20552 ; 140135017985792 ; 737 ; 2 ; IAMIN
1000.246250 ; 21 ; 20552 ; 140135017985792 ; 743 ; -1 ; IWANT
1000.259579 ; 21 ; 20552 ; 140135017985792 ; 743 ; 3 ; IAMIN
1005.259481 ; 22 ; 20552 ; 140135017985792 ; 188 ; -1 ; IWANT
1005.274981 ; 22 ; 20552 ; 140135017985792 ; 188 ; 7 ; IAMIN
1010.278306 ; 23 ; 20552 ; 140135017985792 ; 945 ; -1 ; IWANT
1010.292288 ; 23 ; 20552 ; 140135017985792 ; 945 ; 10 ; IAMIN
1915.286492 ; 24 ; 20552 ; 140135017985792 ; 110 ; -1 ; IWANT
1915.299013 ; 24 ; 20552 ; 140135017985792 ; 110 ; 0 ; IAMIN
1920.295790 ; 25 ; 20552 ; 140135017985792 ; 526 ; -1 ; IWANT
1920.309818 ; 25 ; 20552 ; 140135017985792 ; 526 ; 5 ; IAMIN
1925.307001 ; 26 ; 20552 ; 140135017985792 ; 192 ; -1 ; IWANT
1925.325988 ; 26 ; 20552 ; 140135017985792 ; 192 ; 7 ; IAMIN
1930.343467 ; 27 ; 20552 ; 140135017985792 ; 587 ; -1 ; IWANT
1930.366993 ; 27 ; 20552 ; 140135017985792 ; 587 ; 0 ; IAMIN
1935.364088 ; 28 ; 20552 ; 140135017985792 ; 282 ; -1 ; IWANT
1935.385852 ; 28 ; 20552 ; 140135017985792 ; 282 ; 8 ; IAMIN
1940.381122 ; 29 ; 20552 ; 140135017985792 ; 255 ; -1 ; IWANT
1940.402306 ; 29 ; 20552 ; 140135017985792 ; 255 ; 9 ; IAMIN
